date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
29/07/2002;Costa Rica;Honduras;5;2;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
01/08/2002;El Salvador;Panama;1;3;CONCACAF Gold Cup qualification;El Salvador;El Salvador;FALSE
01/08/2002;Guatemala;Honduras;2;1;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
03/08/2002;Costa Rica;Guatemala;4;0;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
03/08/2002;El Salvador;Honduras;1;0;CONCACAF Gold Cup qualification;El Salvador;El Salvador;FALSE
04/08/2002;Costa Rica;Panama;4;1;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
04/08/2002;El Salvador;Guatemala;1;5;CONCACAF Gold Cup qualification;El Salvador;El Salvador;FALSE
04/08/2002;Jamaica;Haiti;2;0;CONCACAF Gold Cup qualification;Jamaica;Jamaica;FALSE
06/08/2002;El Salvador;Costa Rica;0;3;CONCACAF Gold Cup qualification;El Salvador;El Salvador;FALSE
06/08/2002;Panama;Honduras;2;6;CONCACAF Gold Cup qualification;El Salvador;El Salvador;TRUE
08/08/2002;Suriname;U.S. Virgin Islands;6;1;CONCACAF Gold Cup qualification;Suriname;Suriname;FALSE
10/08/2002;Suriname;U.S. Virgin Islands;2;0;CONCACAF Gold Cup qualification;Suriname;Suriname;FALSE
13/08/2002;Suriname;Trinidad and Tobago;1;3;CONCACAF Gold Cup qualification;Suriname;Suriname;FALSE
15/08/2002;Suriname;Trinidad and Tobago;1;2;CONCACAF Gold Cup qualification;Suriname;Suriname;FALSE
18/08/2002;Haiti;Jamaica;0;0;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
24/08/2002;Tanzania;Eritrea;2;2;African Championship qualification;Dar es Salaam;Tanzania;FALSE
24/08/2002;Equatorial Guinea;Angola;1;3;African Championship qualification;Malabo;Equatorial Guinea;FALSE
24/08/2002;Gabon;São Tomé and Príncipe;6;0;African Championship qualification;Libreville;Gabon;FALSE
24/08/2002;Mali;Ivory Coast;1;1;African Championship qualification;Bamako;Mali;FALSE
08/09/2002;Haiti;Suriname;3;0;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
10/09/2002;Haiti;Suriname;2;1;CONCACAF Gold Cup qualification;Haiti;Haiti;FALSE
21/09/2002;Zambia;South Africa;1;4;African Championship qualification;Lusaka;Zambia;FALSE
21/09/2002;Tanzania;Zimbabwe;0;5;African Championship qualification;Dar es Salaam;Tanzania;FALSE
21/09/2002;Gabon;Cameroon;0;0;African Championship qualification;Libreville;Gabon;FALSE
22/09/2002;Ethiopia;Uganda;2;0;African Championship qualification;Addis Ababa;Ethiopia;FALSE
22/09/2002;Angola;DR Congo;1;0;African Championship qualification;Lubango;Angola;FALSE
22/09/2002;Senegal;Ghana;0;3;African Championship qualification;Dakar;Senegal;FALSE
22/09/2002;Mali;Morocco;0;0;African Championship qualification;Bamako;Mali;FALSE
13/10/2002;Uganda;Ethiopia;2;2;African Championship qualification;Kampala;Uganda;FALSE
13/10/2002;Zimbabwe;Tanzania;5;0;African Championship qualification;Harare;Zimbabwe;FALSE
27/10/2002;Trinidad and Tobago;Panama;2;4;CONCACAF Gold Cup;Pasadena;United States;TRUE
27/10/2002;United States;Mexico;3;0;CONCACAF Gold Cup;Pasadena;United States;FALSE
29/10/2002;United States;Trinidad and Tobago;3;0;CONCACAF Gold Cup;Fullerton;United States;FALSE
29/10/2002;Mexico;Panama;5;1;CONCACAF Gold Cup;Fullerton;United States;TRUE
30/10/2002;Jamaica;Costa Rica;0;2;CONCACAF Gold Cup;Victoria;Canada;TRUE
30/10/2002;Canada;Haiti;11;1;CONCACAF Gold Cup;Victoria;Canada;FALSE
01/11/2002;Haiti;Costa Rica;0;5;CONCACAF Gold Cup;Victoria;Canada;TRUE
01/11/2002;Canada;Jamaica;9;0;CONCACAF Gold Cup;Victoria;Canada;FALSE
02/11/2002;Mexico;Trinidad and Tobago;2;0;CONCACAF Gold Cup;Seattle;United States;TRUE
02/11/2002;United States;Panama;9;0;CONCACAF Gold Cup;Seattle;United States;FALSE
03/11/2002;Jamaica;Haiti;1;2;CONCACAF Gold Cup;Victoria;Canada;TRUE
03/11/2002;Canada;Costa Rica;3;0;CONCACAF Gold Cup;Victoria;Canada;FALSE
06/11/2002;Canada;Mexico;2;0;CONCACAF Gold Cup;Seattle;United States;TRUE
06/11/2002;United States;Costa Rica;7;0;CONCACAF Gold Cup;Seattle;United States;FALSE
09/11/2002;Mexico;Costa Rica;4;1;CONCACAF Gold Cup;Pasadena;United States;TRUE
09/11/2002;United States;Canada;2;1;CONCACAF Gold Cup;Pasadena;United States;FALSE
07/12/2002;Nigeria;Ethiopia;3;0;African Championship;Warri;Nigeria;FALSE
07/12/2002;Mali;Ghana;0;2;African Championship;Warri;Nigeria;TRUE
08/12/2002;South Africa;Cameroon;2;1;African Championship;Oghara;Nigeria;TRUE
08/12/2002;Angola;Zimbabwe;1;1;African Championship;Oghara;Nigeria;TRUE
10/12/2002;Ethiopia;Mali;2;2;African Championship;Warri;Nigeria;TRUE
10/12/2002;Nigeria;Ghana;0;1;African Championship;Warri;Nigeria;FALSE
10/08/2002;Eritrea;Tanzania;2;3;African Championship qualification;Asmara;Eritrea;FALSE
10/08/2002;São Tomé and Príncipe;Gabon;0;2;African Championship qualification;São Tomé;São Tomé and Príncipe;FALSE
10/08/2002;Ivory Coast;Mali;3;3;African Championship qualification;Abidjan;Ivory Coast;FALSE
11/12/2002;Cameroon;Zimbabwe;0;0;African Championship;Oghara;Nigeria;TRUE
11/12/2002;South Africa;Angola;1;1;African Championship;Oghara;Nigeria;TRUE
11/08/2002;Angola;Equatorial Guinea;3;0;African Championship qualification;Luanda;Angola;FALSE
11/10/2002;DR Congo;Angola;1;0;African Championship qualification;Kinshasa;DR Congo;FALSE
11/10/2002;Morocco;Mali;0;0;African Championship qualification;Rabat;Morocco;FALSE
12/12/2002;Cameroon;South Africa;3;0;African Championship;Warri;Nigeria;TRUE
12/12/2002;Nigeria;Ghana;2;0;African Championship;Warri;Nigeria;FALSE
12/10/2002;South Africa;Zambia;4;0;African Championship qualification;Bloemfontein;South Africa;FALSE
12/10/2002;Cameroon;Gabon;4;0;African Championship qualification;Douala;Cameroon;FALSE
12/10/2002;Ghana;Senegal;3;1;African Championship qualification;Kumasi;Ghana;FALSE
13/12/2002;Nigeria;Mali;5;1;African Championship;Warri;Nigeria;FALSE
13/12/2002;Ghana;Ethiopia;3;0;African Championship;Oghara;Nigeria;TRUE
14/12/2002;Cameroon;Angola;1;0;African Championship;Oghara;Nigeria;TRUE
14/12/2002;South Africa;Zimbabwe;3;1;African Championship;Warri;Nigeria;TRUE
17/12/2002;Ghana;Cameroon;3;2;African Championship;Warri;Nigeria;TRUE
18/12/2002;Nigeria;South Africa;5;0;African Championship;Warri;Nigeria;FALSE
23/01/2003;China PR;Germany;0;0;Four Nations Tournament;Yiwu;China PR;FALSE
23/01/2003;Norway;United States;1;3;Four Nations Tournament;Yiwu;China PR;TRUE
26/01/2003;Germany;Norway;2;2;Four Nations Tournament;Wuhan;China PR;TRUE
26/01/2003;China PR;United States;2;0;Four Nations Tournament;Wuhan;China PR;FALSE
29/01/2003;United States;Germany;1;0;Four Nations Tournament;Shanghai;China PR;TRUE
29/01/2003;China PR;Norway;1;1;Four Nations Tournament;Shanghai;China PR;FALSE
14/03/2003;United States;Canada;1;1;Algarve Cup;Olhão;Portugal;TRUE
14/03/2003;Sweden;Norway;1;1;Algarve Cup;Olhão;Portugal;TRUE
14/03/2003;Denmark;France;0;3;Algarve Cup;Silves;Portugal;TRUE
14/03/2003;China PR;Finland;0;0;Algarve Cup;Silves;Portugal;TRUE
14/03/2003;Portugal;Wales;1;1;Algarve Cup;Lagoa;Portugal;FALSE
14/03/2003;Republic of Ireland;Greece;0;0;Algarve Cup;Lagoa;Portugal;TRUE
16/03/2003;Sweden;Canada;1;1;Algarve Cup;Ferreiras;Portugal;TRUE
16/03/2003;Norway;United States;0;1;Algarve Cup;Ferreiras;Portugal;TRUE
16/03/2003;Denmark;Finland;0;0;Algarve Cup;Lagos;Portugal;TRUE
16/03/2003;China PR;France;3;0;Algarve Cup;Ferreiras;Portugal;TRUE
16/03/2003;Portugal;Greece;1;1;Algarve Cup;Guia;Portugal;FALSE
16/03/2003;Republic of Ireland;Wales;3;1;Algarve Cup;Guia;Portugal;TRUE
18/03/2003;Norway;Canada;1;0;Algarve Cup;Santo António;Portugal;TRUE
18/03/2003;United States;Sweden;1;1;Algarve Cup;Santo António;Portugal;TRUE
18/03/2003;France;Finland;1;0;Algarve Cup;Albufeira;Portugal;TRUE
18/03/2003;China PR;Denmark;2;1;Algarve Cup;Albufeira;Portugal;TRUE
18/03/2003;Greece;Wales;2;0;Algarve Cup;Quarteira;Portugal;TRUE
18/03/2003;Portugal;Republic of Ireland;3;2;Algarve Cup;Quarteira;Portugal;FALSE
20/03/2003;Republic of Ireland;Wales;2;2;Algarve Cup;Montechoro;Portugal;TRUE
20/03/2003;Portugal;Denmark;0;1;Algarve Cup;Lagoa;Portugal;FALSE
20/03/2003;Canada;Greece;7;1;Algarve Cup;Guia;Portugal;TRUE
20/03/2003;Sweden;Finland;5;0;Algarve Cup;Olhão;Portugal;TRUE
20/03/2003;Norway;France;1;0;Algarve Cup;Quarteira;Portugal;TRUE
20/03/2003;United States;China PR;2;0;Algarve Cup;Loulé;Portugal;TRUE
26/03/2003;Netherlands;Spain;0;1;UEFA Euro qualification;Zwolle;Netherlands;FALSE
27/03/2003;Germany;Scotland;5;0;UEFA Euro qualification;Germany;Germany;FALSE
30/03/2003;Italy;Serbia and Montenegro;8;0;UEFA Euro qualification;Trento;Italy;FALSE
05/04/2003;Cook Islands;Papua New Guinea;1;5;OFC Championship;Canberra;Australia;TRUE
05/04/2003;Australia;Samoa;19;0;OFC Championship;Canberra;Australia;FALSE
07/04/2003;Australia;Cook Islands;11;0;OFC Championship;Canberra;Australia;FALSE
07/04/2003;Samoa;New Zealand;0;15;OFC Championship;Canberra;Australia;TRUE
09/04/2003;Peru;Bolivia;3;1;Copa América;Lima;Peru;FALSE
09/04/2003;Ecuador;Venezuela;2;0;Copa América;Loja;Ecuador;FALSE
09/04/2003;Argentina;Paraguay;3;0;Copa América;Salta;Argentina;FALSE
09/04/2003;Cook Islands;New Zealand;0;9;OFC Championship;Canberra;Australia;TRUE
09/04/2003;Australia;Papua New Guinea;13;0;OFC Championship;Canberra;Australia;FALSE
11/04/2003;Bolivia;Chile;7;1;Copa América;Lima;Peru;TRUE
11/04/2003;Colombia;Venezuela;8;0;Copa América;Loja;Ecuador;TRUE
11/04/2003;Uruguay;Paraguay;1;3;Copa América;Salta;Argentina;TRUE
11/04/2003;Papua New Guinea;New Zealand;0;5;OFC Championship;Canberra;Australia;TRUE
11/04/2003;Cook Islands;Samoa;0;1;OFC Championship;Canberra;Australia;TRUE
13/04/2003;Papua New Guinea;Samoa;5;2;OFC Championship;Canberra;Australia;TRUE
13/04/2003;Australia;New Zealand;2;0;OFC Championship;Canberra;Australia;FALSE
13/04/2003;Peru;Chile;2;1;Copa América;Lima;Peru;FALSE
13/04/2003;Ecuador;Colombia;1;1;Copa América;Loja;Ecuador;FALSE
13/04/2003;Argentina;Uruguay;8;0;Copa América;Salta;Argentina;FALSE
18/04/2003;Sweden;Switzerland;6;0;UEFA Euro qualification;Kalmar;Sweden;FALSE
19/04/2003;Poland;Hungary;0;2;UEFA Euro qualification;Poland;Poland;FALSE
19/04/2003;Bosnia and Herzegovina;Croatia;0;1;UEFA Euro qualification;Bosnia and Herzegovina;Bosnia and Herzegovina;FALSE
23/04/2003;Brazil;Argentina;3;2;Copa América;Lima;Peru;TRUE
23/04/2003;Peru;Colombia;0;1;Copa América;Lima;Peru;FALSE
25/04/2003;Colombia;Argentina;2;3;Copa América;Lima;Peru;TRUE
25/04/2003;Peru;Brazil;0;3;Copa América;Lima;Peru;FALSE
27/04/2003;Brazil;Colombia;12;0;Copa América;Lima;Peru;TRUE
27/04/2003;Peru;Argentina;1;1;Copa América;Lima;Peru;FALSE
10/05/2003;Ukraine;Portugal;0;1;UEFA Euro qualification;Kiev;Ukraine;FALSE
10/05/2003;Austria;Armenia;11;0;UEFA Euro qualification;Austria;Austria;FALSE
11/05/2003;Hungary;France;0;4;UEFA Euro qualification;Hungary;Hungary;FALSE
13/05/2003;Armenia;Austria;0;11;UEFA Euro qualification;Armenia;Armenia;FALSE
15/05/2003;Norway;Netherlands;2;0;UEFA Euro qualification;Mandal;Norway;FALSE
17/05/2003;Sweden;Italy;5;0;UEFA Euro qualification;Solna;Sweden;FALSE
17/05/2003;Switzerland;Serbia and Montenegro;1;0;UEFA Euro qualification;Breitenbach;Switzerland;FALSE
17/05/2003;Belarus;Estonia;5;0;UEFA Euro qualification;Mogilev;Belarus;FALSE
18/05/2003;Russia;Poland;6;0;UEFA Euro qualification;Russia;Russia;FALSE
18/05/2003;Scotland;Ukraine;5;1;UEFA Euro qualification;Scotland;Scotland;FALSE
18/05/2003;Republic of Ireland;Bosnia and Herzegovina;6;0;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
25/05/2003;Croatia;Republic of Ireland;0;0;UEFA Euro qualification;Velika Gorica;Croatia;FALSE
01/06/2003;Finland;Switzerland;1;1;UEFA Euro qualification;Espoo;Finland;FALSE
07/06/2003;Portugal;Scotland;1;8;UEFA Euro qualification;Nelas;Portugal;FALSE
08/06/2003;Ukraine;Czech Republic;1;1;UEFA Euro qualification;Ukraine;Ukraine;FALSE
08/06/2003;Thailand;Singapore;3;0;AFC Championship;Bangkok;Thailand;FALSE
08/06/2003;South Korea;Hong Kong;8;0;AFC Championship;Bangkok;Thailand;TRUE
09/06/2003;Japan;Philippines;15;0;AFC Championship;Bangkok;Thailand;TRUE
09/06/2003;Guam;Taiwan;1;2;AFC Championship;Bangkok;Thailand;TRUE
09/06/2003;China PR;Vietnam;6;0;AFC Championship;Nakhon Sawan;Thailand;TRUE
09/06/2003;India;Uzbekistan;6;0;AFC Championship;Nakhon Sawan;Thailand;TRUE
10/06/2003;Thailand;South Korea;0;6;AFC Championship;Bangkok;Thailand;FALSE
10/06/2003;North Korea;Hong Kong;13;0;AFC Championship;Bangkok;Thailand;TRUE
11/06/2003;Philippines;Myanmar;0;6;AFC Championship;Bangkok;Thailand;TRUE
11/06/2003;Japan;Guam;7;0;AFC Championship;Bangkok;Thailand;TRUE
11/06/2003;Vietnam;Uzbekistan;4;2;AFC Championship;Nakhon Sawan;Thailand;TRUE
11/06/2003;China PR;India;12;0;AFC Championship;Nakhon Sawan;Thailand;TRUE
12/06/2003;South Korea;Singapore;4;0;AFC Championship;Bangkok;Thailand;TRUE
12/06/2003;Thailand;North Korea;0;14;AFC Championship;Bangkok;Thailand;FALSE
13/06/2003;Philippines;Taiwan;0;4;AFC Championship;Bangkok;Thailand;TRUE
13/06/2003;Japan;Myanmar;7;0;AFC Championship;Bangkok;Thailand;TRUE
13/06/2003;Vietnam;India;2;1;AFC Championship;Nakhon Sawan;Thailand;TRUE
13/06/2003;China PR;Uzbekistan;11;0;AFC Championship;Nakhon Sawan;Thailand;TRUE
14/06/2003;Iceland;Hungary;4;1;UEFA Euro qualification;Iceland;Iceland;FALSE
14/06/2003;Thailand;Hong Kong;3;1;AFC Championship;Bangkok;Thailand;FALSE
14/06/2003;North Korea;Singapore;16;0;AFC Championship;Bangkok;Thailand;TRUE
15/06/2003;Guam;Myanmar;0;4;AFC Championship;Bangkok;Thailand;TRUE
15/06/2003;Japan;Taiwan;5;0;AFC Championship;Bangkok;Thailand;TRUE
16/06/2003;North Korea;South Korea;2;2;AFC Championship;Bangkok;Thailand;TRUE
16/06/2003;Hong Kong;Singapore;1;0;AFC Championship;Bangkok;Thailand;TRUE
17/06/2003;Taiwan;Myanmar;1;1;AFC Championship;Bangkok;Thailand;TRUE
17/06/2003;Philippines;Guam;2;1;AFC Championship;Bangkok;Thailand;TRUE
19/06/2003;North Korea;Japan;3;0;AFC Championship;Bangkok;Thailand;TRUE
19/06/2003;China PR;South Korea;3;1;AFC Championship;Bangkok;Thailand;TRUE
21/06/2003;Japan;South Korea;0;1;AFC Championship;Bangkok;Thailand;TRUE
21/06/2003;North Korea;China PR;2;1;AFC Championship;Bangkok;Thailand;TRUE
28/06/2003;Republic of Ireland;Romania;2;2;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
19/07/2003;Finland;Italy;1;1;UEFA Euro qualification;Vaasa;Finland;FALSE
09/08/2003;Sweden;Finland;2;1;UEFA Euro qualification;Eskilstuna;Sweden;FALSE
09/08/2003;Russia;Iceland;1;1;UEFA Euro qualification;Russia;Russia;FALSE
09/08/2003;Ukraine;Germany;1;3;UEFA Euro qualification;Ukraine;Ukraine;FALSE
10/08/2003;Romania;Malta;3;0;UEFA Euro qualification;Romania;Romania;FALSE
10/08/2003;Estonia;Israel;1;4;UEFA Euro qualification;Estonia;Estonia;FALSE
24/08/2003;Estonia;Kazakhstan;3;2;UEFA Euro qualification;Estonia;Estonia;FALSE
28/08/2003;Germany;Czech Republic;4;0;UEFA Euro qualification;Germany;Germany;FALSE
08/09/2003;France;Iceland;2;0;UEFA Euro qualification;France;France;FALSE
08/09/2003;Hungary;Russia;1;3;UEFA Euro qualification;Hungary;Hungary;FALSE
09/09/2003;Slovakia;Armenia;5;0;UEFA Euro qualification;Slovakia;Slovakia;FALSE
11/09/2003;Norway;Denmark;1;1;UEFA Euro qualification;Kolbotn;Norway;FALSE
12/09/2003;Armenia;Slovakia;0;10;UEFA Euro qualification;Armenia;Armenia;FALSE
13/09/2003;Iceland;Poland;10;0;UEFA Euro qualification;Iceland;Iceland;FALSE
14/09/2003;Kazakhstan;Israel;0;0;UEFA Euro qualification;Kazakhstan;Kazakhstan;FALSE
20/09/2003;Nigeria;North Korea;0;3;FIFA World Cup;Philadelphia;United States;TRUE
20/09/2003;Norway;France;2;0;FIFA World Cup;Philadelphia;United States;TRUE
20/09/2003;Germany;Canada;4;1;FIFA World Cup;Columbus;United States;TRUE
20/09/2003;Japan;Argentina;6;0;FIFA World Cup;Columbus;United States;TRUE
21/09/2003;United States;Sweden;3;1;FIFA World Cup;Washington, D.C.;United States;FALSE
21/09/2003;Brazil;South Korea;3;0;FIFA World Cup;Washington, D.C.;United States;TRUE
21/09/2003;Australia;Russia;1;2;FIFA World Cup;Carson;United States;TRUE
21/09/2003;China PR;Ghana;1;0;FIFA World Cup;Carson;United States;TRUE
24/09/2003;Bosnia and Herzegovina;Malta;1;0;UEFA Euro qualification;Bosnia and Herzegovina;Bosnia and Herzegovina;FALSE
24/09/2003;Norway;Brazil;1;4;FIFA World Cup;Washington, D.C.;United States;TRUE
24/09/2003;France;South Korea;1;0;FIFA World Cup;Washington, D.C.;United States;TRUE
24/09/2003;Germany;Japan;3;0;FIFA World Cup;Columbus;United States;TRUE
24/09/2003;Canada;Argentina;3;0;FIFA World Cup;Columbus;United States;TRUE
25/09/2003;Sweden;North Korea;1;0;FIFA World Cup;Philadelphia;United States;TRUE
25/09/2003;United States;Nigeria;5;0;FIFA World Cup;Philadelphia;United States;FALSE
25/09/2003;Ghana;Russia;0;3;FIFA World Cup;Carson;United States;TRUE
25/09/2003;China PR;Australia;1;1;FIFA World Cup;Carson;United States;TRUE
27/09/2003;Switzerland;Italy;0;1;UEFA Euro qualification;Frauenfeld;Switzerland;FALSE
27/09/2003;Serbia and Montenegro;Finland;0;1;UEFA Euro qualification;Subotica;Serbia and Montenegro;FALSE
27/09/2003;Poland;Iceland;2;3;UEFA Euro qualification;Poland;Poland;FALSE
27/09/2003;South Korea;Norway;1;7;FIFA World Cup;Foxborough;United States;TRUE
27/09/2003;France;Brazil;1;1;FIFA World Cup;Washington, D.C.;United States;TRUE
27/09/2003;Canada;Japan;3;1;FIFA World Cup;Foxborough;United States;TRUE
27/09/2003;Argentina;Germany;1;6;FIFA World Cup;Washington, D.C.;United States;TRUE
28/09/2003;Croatia;Malta;3;0;UEFA Euro qualification;Croatia;Croatia;FALSE
28/09/2003;Sweden;Nigeria;3;0;FIFA World Cup;Columbus;United States;TRUE
28/09/2003;United States;North Korea;3;0;FIFA World Cup;Columbus;United States;FALSE
28/09/2003;Ghana;Australia;2;1;FIFA World Cup;Portland;United States;TRUE
28/09/2003;China PR;Russia;1;0;FIFA World Cup;Portland;United States;TRUE
01/10/2003;Brazil;Sweden;1;2;FIFA World Cup;Foxborough;United States;TRUE
01/10/2003;United States;Norway;1;0;FIFA World Cup;Foxborough;United States;FALSE
02/10/2003;Germany;Russia;7;1;FIFA World Cup;Portland;United States;TRUE
02/10/2003;China PR;Canada;0;1;FIFA World Cup;Portland;United States;TRUE
05/10/2003;Belgium;Denmark;1;6;UEFA Euro qualification;Wavre;Belgium;FALSE
05/10/2003;United States;Germany;0;3;FIFA World Cup;Portland;United States;FALSE
05/10/2003;Sweden;Canada;2;1;FIFA World Cup;Portland;United States;TRUE
11/10/2003;United States;Canada;3;1;FIFA World Cup;Carson;United States;FALSE
12/10/2003;Romania;Bosnia and Herzegovina;2;0;UEFA Euro qualification;Romania;Romania;FALSE
12/10/2003;Germany;Sweden;2;1;FIFA World Cup;Carson;United States;TRUE
18/10/2003;Denmark;Netherlands;3;0;UEFA Euro qualification;Odense;Denmark;FALSE
18/10/2003;Croatia;Romania;2;3;UEFA Euro qualification;Croatia;Croatia;FALSE
18/10/2003;Belarus;Israel;1;1;UEFA Euro qualification;Mogilev;Belarus;FALSE
19/10/2003;Czech Republic;Scotland;2;0;UEFA Euro qualification;Czech Republic;Czech Republic;FALSE
22/10/2003;Malta;Republic of Ireland;0;9;UEFA Euro qualification;Ta' Qali;Malta;FALSE
25/10/2003;Greece;Armenia;7;0;UEFA Euro qualification;Greece;Greece;FALSE
28/10/2003;Armenia;Greece;0;9;UEFA Euro qualification;Armenia;Armenia;FALSE
15/11/2003;Serbia and Montenegro;Sweden;0;4;UEFA Euro qualification;Železnik;Serbia and Montenegro;FALSE
15/11/2003;France;Poland;7;1;UEFA Euro qualification;France;France;FALSE
15/11/2003;Germany;Portugal;13;0;UEFA Euro qualification;Reutlingen;Germany;FALSE
15/11/2003;Greece;Slovakia;3;1;UEFA Euro qualification;Greece;Greece;FALSE
16/11/2003;Spain;Norway;0;2;UEFA Euro qualification;Las Rozas de Madrid;Spain;FALSE
16/11/2003;Malta;Croatia;1;4;UEFA Euro qualification;Gozo;Malta;FALSE
20/11/2003;Norway;Belgium;6;0;UEFA Euro qualification;Kristiansand;Norway;FALSE
22/11/2003;Netherlands;Belgium;3;0;UEFA Euro qualification;Eindhoven;Netherlands;FALSE
29/11/2003;Greece;Austria;0;2;UEFA Euro qualification;Greece;Greece;FALSE
06/12/2003;Portugal;Czech Republic;0;1;UEFA Euro qualification;Pombal;Portugal;FALSE
30/01/2004;Sweden;United States;0;3;Four Nations Tournament;Shenzhen;China PR;TRUE
30/01/2004;China PR;Canada;2;1;Four Nations Tournament;Shenzhen;China PR;FALSE
01/02/2004;Sweden;Canada;3;1;Four Nations Tournament;Shenzhen;China PR;TRUE
01/02/2004;China PR;United States;0;0;Four Nations Tournament;Shenzhen;China PR;FALSE
03/02/2004;Canada;United States;0;2;Four Nations Tournament;Shenzhen;China PR;TRUE
03/02/2004;China PR;Sweden;2;2;Four Nations Tournament;Shenzhen;China PR;FALSE
07/02/2004;Portugal;Germany;0;11;UEFA Euro qualification;Albufeira;Portugal;FALSE
20/02/2004;Belgium;Spain;2;0;UEFA Euro qualification;Mons;Belgium;FALSE
29/02/2004;Spain;Belgium;9;1;UEFA Euro qualification;Alginet;Spain;FALSE
07/03/2004;Belgium;Norway;1;6;UEFA Euro qualification;Strombeek-Bever;Belgium;FALSE
14/03/2004;Denmark;Sweden;0;1;Algarve Cup;Ferreiras;Portugal;TRUE
14/03/2004;United States;France;5;1;Algarve Cup;Ferreiras;Portugal;TRUE
14/03/2004;Norway;Finland;4;1;Algarve Cup;Guia;Portugal;TRUE
14/03/2004;Italy;China PR;1;0;Algarve Cup;Guia;Portugal;TRUE
14/03/2004;Greece;Wales;1;0;Algarve Cup;Faro;Portugal;TRUE
14/03/2004;Portugal;Northern Ireland;2;0;Algarve Cup;Faro;Portugal;FALSE
16/03/2004;Denmark;United States;0;1;Algarve Cup;Quarteira;Portugal;TRUE
16/03/2004;Sweden;France;0;3;Algarve Cup;Quarteira;Portugal;TRUE
16/03/2004;Norway;Italy;3;0;Algarve Cup;Olhão;Portugal;TRUE
16/03/2004;Finland;China PR;0;4;Algarve Cup;Olhão;Portugal;TRUE
16/03/2004;Northern Ireland;Greece;0;2;Algarve Cup;Albufeira;Portugal;TRUE
16/03/2004;Portugal;Wales;2;3;Algarve Cup;Albufeira;Portugal;FALSE
18/03/2004;Denmark;France;0;1;Algarve Cup;Silves;Portugal;TRUE
18/03/2004;Sweden;United States;3;1;Algarve Cup;Lagos;Portugal;TRUE
18/03/2004;Norway;China PR;0;0;Algarve Cup;Silves;Portugal;TRUE
18/03/2004;Finland;Italy;1;2;Algarve Cup;Lagos;Portugal;TRUE
